"typ";"rozmiar";"pomiar"
0;1000;20.000000
0;1000;10.000000
0;1000;10.000000
0;1000;10.000000
0;1000;10.000000
0;1000;20.000000
0;1000;20.000000
0;1000;10.000000
0;1000;10.000000
0;1000;10.000000
0;1500;20.000000
0;1500;10.000000
0;1500;10.000000
0;1500;10.000000
0;1500;10.000000
0;1500;10.000000
0;1500;10.000000
0;1500;10.000000
0;1500;10.000000
0;1500;20.000000
0;2000;20.000000
0;2000;20.000000
0;2000;20.000000
0;2000;30.000000
0;2000;20.000000
0;2000;20.000000
0;2000;20.000000
0;2000;20.000000
0;2000;20.000000
0;2000;20.000000
0;2500;30.000000
0;2500;20.000000
0;2500;20.000000
0;2500;30.000000
0;2500;30.000000
0;2500;30.000000
0;2500;20.000000
0;2500;30.000000
0;2500;30.000000
0;2500;30.000000
0;3000;40.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3000;30.000000
0;3500;40.000000
0;3500;40.000000
0;3500;50.000000
0;3500;40.000000
0;3500;40.000000
0;3500;40.000000
0;3500;30.000000
0;3500;30.000000
0;3500;40.000000
0;3500;40.000000
0;4000;50.000000
0;4000;40.000000
0;4000;40.000000
0;4000;40.000000
0;4000;50.000000
0;4000;40.000000
0;4000;50.000000
0;4000;40.000000
0;4000;40.000000
0;4000;40.000000
0;4500;50.000000
0;4500;50.000000
0;4500;50.000000
0;4500;40.000000
0;4500;50.000000
0;4500;50.000000
0;4500;50.000000
0;4500;60.000000
0;4500;50.000000
0;4500;60.000000
0;5000;60.000000
0;5000;50.000000
0;5000;50.000000
0;5000;60.000000
0;5000;50.000000
0;5000;60.000000
0;5000;60.000000
0;5000;70.000000
0;5000;60.000000
0;5000;50.000000
0;5500;70.000000
0;5500;60.000000
0;5500;60.000000
0;5500;60.000000
0;5500;70.000000
0;5500;60.000000
0;5500;60.000000
0;5500;60.000000
0;5500;70.000000
0;5500;60.000000
0;6000;80.000000
0;6000;80.000000
0;6000;70.000000
0;6000;70.000000
0;6000;70.000000
0;6000;70.000000
0;6000;70.000000
0;6000;70.000000
0;6000;80.000000
0;6000;70.000000
0;6500;80.000000
0;6500;70.000000
0;6500;70.000000
0;6500;80.000000
0;6500;80.000000
0;6500;70.000000
0;6500;70.000000
0;6500;80.000000
0;6500;70.000000
0;6500;70.000000
0;7000;90.000000
0;7000;70.000000
0;7000;70.000000
0;7000;70.000000
0;7000;70.000000
0;7000;70.000000
0;7000;60.000000
0;7000;60.000000
0;7000;60.000000
0;7000;60.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;7500;70.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8000;80.000000
0;8500;80.000000
0;8500;80.000000
0;8500;80.000000
0;8500;80.000000
0;8500;80.000000
0;8500;80.000000
0;8500;90.000000
0;8500;80.000000
0;8500;80.000000
0;8500;80.000000
0;9000;90.000000
0;9000;90.000000
0;9000;90.000000
0;9000;90.000000
0;9000;90.000000
0;9000;80.000000
0;9000;80.000000
0;9000;90.000000
0;9000;90.000000
0;9000;80.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;9500;90.000000
0;10000;90.000000
0;10000;90.000000
0;10000;90.000000
0;10000;100.000000
0;10000;90.000000
0;10000;90.000000
0;10000;100.000000
0;10000;100.000000
0;10000;100.000000
0;10000;100.000000
0;10500;100.000000
0;10500;100.000000
0;10500;100.000000
0;10500;100.000000
0;10500;90.000000
0;10500;100.000000
0;10500;100.000000
0;10500;100.000000
0;10500;100.000000
0;10500;100.000000
0;11000;110.000000
0;11000;110.000000
0;11000;100.000000
0;11000;100.000000
0;11000;100.000000
0;11000;100.000000
0;11000;110.000000
0;11000;110.000000
0;11000;110.000000
0;11000;110.000000
0;11500;110.000000
0;11500;100.000000
0;11500;110.000000
0;11500;110.000000
0;11500;120.000000
0;11500;110.000000
0;11500;110.000000
0;11500;100.000000
0;11500;110.000000
0;11500;110.000000
0;12000;110.000000
0;12000;110.000000
0;12000;110.000000
0;12000;110.000000
0;12000;120.000000
0;12000;110.000000
0;12000;110.000000
0;12000;110.000000
0;12000;120.000000
0;12000;110.000000
0;12500;120.000000
0;12500;120.000000
0;12500;120.000000
0;12500;110.000000
0;12500;160.000000
0;12500;120.000000
0;12500;120.000000
0;12500;120.000000
0;12500;130.000000
0;12500;130.000000
0;13000;140.000000
0;13000;140.000000
0;13000;130.000000
0;13000;140.000000
0;13000;150.000000
0;13000;130.000000
0;13000;140.000000
0;13000;150.000000
0;13000;130.000000
0;13000;140.000000
0;13500;160.000000
0;13500;160.000000
0;13500;160.000000
0;13500;160.000000
0;13500;150.000000
0;13500;160.000000
0;13500;160.000000
0;13500;160.000000
0;13500;170.000000
0;13500;150.000000
0;14000;160.000000
0;14000;170.000000
0;14000;170.000000
0;14000;160.000000
0;14000;170.000000
0;14000;170.000000
0;14000;150.000000
0;14000;160.000000
0;14000;160.000000
0;14000;160.000000
0;14500;130.000000
0;14500;140.000000
0;14500;130.000000
0;14500;130.000000
0;14500;140.000000
0;14500;140.000000
0;14500;140.000000
0;14500;140.000000
0;14500;130.000000
0;14500;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15000;140.000000
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;15500;140.000000
0;15500;140.000000
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;16000;150.000000
0;16000;150.000000
0;16000;160.000000
0;16000;150.000000
0;16000;150.000000
0;16000;150.000000
0;16000;150.000000
0;16000;150.000000
0;16000;150.000000
0;16000;160.000000
0;16500;150.000000
0;16500;160.000000
0;16500;160.000000
0;16500;160.000000
0;16500;160.000000
0;16500;160.000000
0;16500;160.000000
0;16500;150.000000
0;16500;150.000000
0;16500;430.000000
0;17000;160.000000
0;17000;160.000000
0;17000;160.000000
0;17000;160.000000
0;17000;160.000000
0;17000;370.000000
0;17000;160.000000
0;17000;160.000000
0;17000;160.000000
0;17000;160.000000
0;17500;290.000000
0;17500;170.000000
0;17500;160.000000
0;17500;160.000000
0;17500;160.000000
0;17500;160.000000
0;17500;160.000000
0;17500;160.000000
0;17500;160.000000
0;17500;160.000000
0;18000;170.000000
0;18000;170.000000
0;18000;180.000000
0;18000;200.000000
0;18000;190.000000
0;18000;190.000000
0;18000;210.000000
0;18000;200.000000
0;18000;190.000000
0;18000;340.000000
0;18500;180.000000
0;18500;170.000000
0;18500;170.000000
0;18500;310.000000
0;18500;170.000000
0;18500;170.000000
0;18500;170.000000
0;18500;170.000000
0;18500;170.000000
0;18500;170.000000
0;19000;280.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19000;180.000000
0;19500;190.000000
0;19500;180.000000
0;19500;180.000000
0;19500;180.000000
0;19500;180.000000
0;19500;190.000000
0;19500;190.000000
0;19500;190.000000
0;19500;190.000000
0;19500;190.000000
0;20000;190.000000
0;20000;190.000000
0;20000;180.000000
0;20000;190.000000
0;20000;190.000000
0;20000;190.000000
0;20000;190.000000
0;20000;180.000000
0;20000;190.000000
0;20000;190.000000
0;20500;200.000000
0;20500;200.000000
0;20500;200.000000
0;20500;200.000000
0;20500;190.000000
0;20500;190.000000
0;20500;190.000000
0;20500;190.000000
0;20500;190.000000
0;20500;270.000000
0;21000;200.000000
0;21000;200.000000
0;21000;190.000000
0;21000;200.000000
0;21000;200.000000
0;21000;190.000000
0;21000;200.000000
0;21000;200.000000
0;21000;200.000000
0;21000;200.000000
0;21500;210.000000
0;21500;200.000000
0;21500;200.000000
0;21500;210.000000
0;21500;210.000000
0;21500;200.000000
0;21500;200.000000
0;21500;200.000000
0;21500;200.000000
0;21500;210.000000
0;22000;210.000000
0;22000;210.000000
0;22000;210.000000
0;22000;200.000000
0;22000;210.000000
0;22000;210.000000
0;22000;210.000000
0;22000;200.000000
0;22000;210.000000
0;22000;210.000000
0;22500;210.000000
0;22500;210.000000
0;22500;210.000000
0;22500;210.000000
0;22500;220.000000
0;22500;220.000000
0;22500;210.000000
0;22500;210.000000
0;22500;210.000000
0;22500;210.000000
0;23000;220.000000
0;23000;220.000000
0;23000;220.000000
0;23000;220.000000
0;23000;220.000000
0;23000;210.000000
0;23000;220.000000
0;23000;220.000000
0;23000;220.000000
0;23000;210.000000
0;23500;270.000000
0;23500;260.000000
0;23500;260.000000
0;23500;270.000000
0;23500;270.000000
0;23500;270.000000
0;23500;270.000000
0;23500;280.000000
0;23500;270.000000
0;23500;270.000000
0;24000;290.000000
0;24000;280.000000
0;24000;290.000000
0;24000;280.000000
0;24000;280.000000
0;24000;230.000000
0;24000;230.000000
0;24000;230.000000
0;24000;230.000000
0;24000;220.000000
0;24500;230.000000
0;24500;230.000000
0;24500;230.000000
0;24500;240.000000
0;24500;230.000000
0;24500;230.000000
0;24500;240.000000
0;24500;230.000000
0;24500;230.000000
0;24500;240.000000
0;25000;240.000000
0;25000;240.000000
0;25000;230.000000
0;25000;230.000000
0;25000;240.000000
0;25000;240.000000
0;25000;240.000000
0;25000;240.000000
0;25000;240.000000
0;25000;230.000000
0;25500;250.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;25500;240.000000
0;26000;250.000000
0;26000;240.000000
0;26000;250.000000
0;26000;250.000000
0;26000;250.000000
0;26000;250.000000
0;26000;250.000000
0;26000;250.000000
0;26000;240.000000
0;26000;240.000000
0;26500;250.000000
0;26500;250.000000
0;26500;250.000000
0;26500;250.000000
0;26500;260.000000
0;26500;250.000000
0;26500;250.000000
0;26500;250.000000
0;26500;250.000000
0;26500;250.000000
0;27000;250.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27000;260.000000
0;27500;270.000000
0;27500;260.000000
0;27500;260.000000
0;27500;260.000000
0;27500;260.000000
0;27500;270.000000
0;27500;260.000000
0;27500;270.000000
0;27500;260.000000
0;27500;260.000000
0;28000;260.000000
0;28000;270.000000
0;28000;270.000000
0;28000;270.000000
0;28000;270.000000
0;28000;270.000000
0;28000;270.000000
0;28000;260.000000
0;28000;260.000000
0;28000;260.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;28500;270.000000
0;29000;280.000000
0;29000;280.000000
0;29000;280.000000
0;29000;280.000000
0;29000;280.000000
0;29000;280.000000
0;29000;270.000000
0;29000;270.000000
0;29000;270.000000
0;29000;270.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;280.000000
0;29500;270.000000
0;30000;290.000000
0;30000;290.000000
0;30000;280.000000
0;30000;280.000000
0;30000;280.000000
0;30000;280.000000
0;30000;280.000000
0;30000;290.000000
0;30000;290.000000
0;30000;290.000000
0;30500;290.000000
0;30500;290.000000
0;30500;290.000000
0;30500;280.000000
0;30500;290.000000
0;30500;290.000000
0;30500;280.000000
0;30500;290.000000
0;30500;290.000000
0;30500;280.000000
0;31000;300.000000
0;31000;300.000000
0;31000;300.000000
0;31000;290.000000
0;31000;290.000000
0;31000;290.000000
0;31000;300.000000
0;31000;300.000000
0;31000;290.000000
0;31000;290.000000
0;31500;300.000000
0;31500;300.000000
0;31500;300.000000
0;31500;300.000000
0;31500;300.000000
0;31500;290.000000
0;31500;300.000000
0;31500;300.000000
0;31500;300.000000
0;31500;350.000000
0;32000;310.000000
0;32000;300.000000
0;32000;300.000000
0;32000;300.000000
0;32000;310.000000
0;32000;300.000000
0;32000;300.000000
0;32000;300.000000
0;32000;310.000000
0;32000;300.000000
0;32500;360.000000
0;32500;370.000000
0;32500;360.000000
0;32500;370.000000
0;32500;360.000000
0;32500;380.000000
0;32500;390.000000
0;32500;310.000000
0;32500;300.000000
0;32500;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;310.000000
0;33000;320.000000
0;33500;320.000000
0;33500;320.000000
0;33500;310.000000
0;33500;360.000000
0;33500;370.000000
0;33500;370.000000
0;33500;370.000000
0;33500;380.000000
0;33500;370.000000
0;33500;390.000000
0;34000;320.000000
0;34000;320.000000
0;34000;320.000000
0;34000;320.000000
0;34000;320.000000
0;34000;320.000000
0;34000;360.000000
0;34000;390.000000
0;34000;390.000000
0;34000;400.000000
0;34500;420.000000
0;34500;410.000000
0;34500;410.000000
0;34500;420.000000
0;34500;410.000000
0;34500;410.000000
0;34500;430.000000
0;34500;410.000000
0;34500;400.000000
0;34500;350.000000
0;35000;340.000000
0;35000;330.000000
0;35000;330.000000
0;35000;340.000000
0;35000;330.000000
0;35000;330.000000
0;35000;330.000000
0;35000;330.000000
0;35000;340.000000
0;35000;330.000000
0;35500;340.000000
0;35500;340.000000
0;35500;340.000000
0;35500;330.000000
0;35500;330.000000
0;35500;330.000000
0;35500;330.000000
0;35500;330.000000
0;35500;330.000000
0;35500;330.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36000;340.000000
0;36500;350.000000
0;36500;340.000000
0;36500;340.000000
0;36500;350.000000
0;36500;350.000000
0;36500;340.000000
0;36500;340.000000
0;36500;340.000000
0;36500;340.000000
0;36500;340.000000
0;37000;350.000000
0;37000;350.000000
0;37000;350.000000
0;37000;350.000000
0;37000;350.000000
0;37000;420.000000
0;37000;350.000000
0;37000;350.000000
0;37000;350.000000
0;37000;350.000000
0;37500;350.000000
0;37500;340.000000
0;37500;340.000000
0;37500;340.000000
0;37500;340.000000
0;37500;350.000000
0;37500;340.000000
0;37500;350.000000
0;37500;340.000000
0;37500;350.000000
0;38000;350.000000
0;38000;350.000000
0;38000;350.000000
0;38000;340.000000
0;38000;350.000000
0;38000;340.000000
0;38000;350.000000
0;38000;340.000000
0;38000;350.000000
0;38000;350.000000
0;38500;360.000000
0;38500;350.000000
0;38500;360.000000
0;38500;350.000000
0;38500;350.000000
0;38500;350.000000
0;38500;350.000000
0;38500;350.000000
0;38500;350.000000
0;38500;360.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39000;370.000000
0;39500;380.000000
0;39500;380.000000
0;39500;380.000000
0;39500;380.000000
0;39500;370.000000
0;39500;370.000000
0;39500;370.000000
0;39500;430.000000
0;39500;370.000000
0;39500;370.000000
0;40000;380.000000
0;40000;370.000000
0;40000;380.000000
0;40000;380.000000
0;40000;370.000000
0;40000;380.000000
0;40000;380.000000
0;40000;380.000000
0;40000;380.000000
0;40000;380.000000
0;40500;380.000000
0;40500;380.000000
0;40500;380.000000
0;40500;390.000000
0;40500;380.000000
0;40500;380.000000
0;40500;380.000000
0;40500;390.000000
0;40500;380.000000
0;40500;380.000000
0;41000;390.000000
0;41000;380.000000
0;41000;390.000000
0;41000;390.000000
0;41000;390.000000
0;41000;380.000000
0;41000;490.000000
0;41000;380.000000
0;41000;370.000000
0;41000;370.000000
0;41500;380.000000
0;41500;390.000000
0;41500;380.000000
0;41500;380.000000
0;41500;380.000000
0;41500;380.000000
0;41500;380.000000
0;41500;380.000000
0;41500;380.000000
0;41500;380.000000
0;42000;380.000000
0;42000;380.000000
0;42000;380.000000
0;42000;380.000000
0;42000;440.000000
0;42000;390.000000
0;42000;390.000000
0;42000;390.000000
0;42000;390.000000
0;42000;390.000000
0;42500;390.000000
0;42500;390.000000
0;42500;390.000000
0;42500;390.000000
0;42500;390.000000
0;42500;390.000000
0;42500;390.000000
0;42500;500.000000
0;42500;400.000000
0;42500;400.000000
0;43000;410.000000
0;43000;410.000000
0;43000;410.000000
0;43000;400.000000
0;43000;400.000000
0;43000;410.000000
0;43000;410.000000
0;43000;410.000000
0;43000;410.000000
0;43000;410.000000
0;43500;420.000000
0;43500;410.000000
0;43500;420.000000
0;43500;430.000000
0;43500;470.000000
0;43500;480.000000
0;43500;410.000000
0;43500;410.000000
0;43500;440.000000
0;43500;450.000000
0;44000;420.000000
0;44000;410.000000
0;44000;410.000000
0;44000;420.000000
0;44000;420.000000
0;44000;420.000000
0;44000;420.000000
0;44000;420.000000
0;44000;420.000000
0;44000;420.000000
0;44500;420.000000
0;44500;420.000000
0;44500;420.000000
0;44500;420.000000
0;44500;420.000000
0;44500;420.000000
0;44500;430.000000
0;44500;420.000000
0;44500;420.000000
0;44500;420.000000
0;45000;420.000000
0;45000;430.000000
0;45000;450.000000
0;45000;510.000000
0;45000;520.000000
0;45000;520.000000
0;45000;530.000000
0;45000;530.000000
0;45000;540.000000
0;45000;530.000000
0;45500;440.000000
0;45500;430.000000
0;45500;430.000000
0;45500;520.000000
0;45500;420.000000
0;45500;420.000000
0;45500;420.000000
0;45500;410.000000
0;45500;420.000000
0;45500;420.000000
0;46000;440.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46000;430.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;46500;440.000000
0;47000;450.000000
0;47000;440.000000
0;47000;440.000000
0;47000;440.000000
0;47000;450.000000
0;47000;450.000000
0;47000;450.000000
0;47000;450.000000
0;47000;450.000000
0;47000;440.000000
0;47500;450.000000
0;47500;450.000000
0;47500;450.000000
0;47500;450.000000
0;47500;450.000000
0;47500;450.000000
0;47500;450.000000
0;47500;440.000000
0;47500;540.000000
0;47500;430.000000
0;48000;450.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48000;440.000000
0;48500;630.000000
0;48500;550.000000
0;48500;450.000000
0;48500;450.000000
0;48500;440.000000
0;48500;440.000000
0;48500;440.000000
0;48500;440.000000
0;48500;440.000000
0;48500;440.000000
0;49000;450.000000
0;49000;450.000000
0;49000;450.000000
0;49000;450.000000
0;49000;450.000000
0;49000;450.000000
0;49000;440.000000
0;49000;450.000000
0;49000;450.000000
0;49000;440.000000
0;49500;450.000000
0;49500;450.000000
0;49500;450.000000
0;49500;450.000000
0;49500;460.000000
0;49500;460.000000
0;49500;450.000000
0;49500;450.000000
0;49500;450.000000
0;49500;450.000000
1;20;50.000000
1;20;10.000000
1;20;0.000000
1;20;0.000000
1;20;0.000000
1;20;10.000000
1;20;10.000000
1;20;0.000000
1;20;0.000000
1;20;10.000000
1;23;10.000000
1;23;10.000000
1;23;10.000000
1;23;0.000000
1;23;0.000000
1;23;0.000000
1;23;10.000000
1;23;10.000000
1;23;10.000000
1;23;10.000000
1;26;0.000000
1;26;0.000000
1;26;0.000000
1;26;0.000000
1;26;0.000000
1;26;10.000000
1;26;0.000000
1;26;10.000000
1;26;10.000000
1;26;0.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;29;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;32;10.000000
1;35;20.000000
1;35;20.000000
1;35;10.000000
1;35;10.000000
1;35;20.000000
1;35;20.000000
1;35;10.000000
1;35;10.000000
1;35;10.000000
1;35;20.000000
1;38;20.000000
1;38;20.000000
1;38;20.000000
1;38;20.000000
1;38;20.000000
1;38;20.000000
1;38;10.000000
1;38;10.000000
1;38;10.000000
1;38;10.000000
1;41;20.000000
1;41;10.000000
1;41;20.000000
1;41;20.000000
1;41;20.000000
1;41;20.000000
1;41;20.000000
1;41;10.000000
1;41;20.000000
1;41;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;44;20.000000
1;47;20.000000
1;47;20.000000
1;47;30.000000
1;47;20.000000
1;47;20.000000
1;47;20.000000
1;47;20.000000
1;47;30.000000
1;47;20.000000
1;47;20.000000
1;50;20.000000
1;50;20.000000
1;50;20.000000
1;50;20.000000
1;50;30.000000
1;50;30.000000
1;50;30.000000
1;50;20.000000
1;50;20.000000
1;50;20.000000
1;53;30.000000
1;53;30.000000
1;53;30.000000
1;53;20.000000
1;53;20.000000
1;53;30.000000
1;53;30.000000
1;53;30.000000
1;53;30.000000
1;53;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;56;30.000000
1;59;40.000000
1;59;30.000000
1;59;30.000000
1;59;30.000000
1;59;40.000000
1;59;30.000000
1;59;30.000000
1;59;40.000000
1;59;30.000000
1;59;30.000000
1;62;30.000000
1;62;30.000000
1;62;30.000000
1;62;30.000000
1;62;30.000000
1;62;30.000000
1;62;30.000000
1;62;30.000000
1;62;40.000000
1;62;30.000000
1;65;50.000000
1;65;40.000000
1;65;150.000000
1;65;40.000000
1;65;40.000000
1;65;40.000000
1;65;40.000000
1;65;140.000000
1;65;40.000000
1;65;50.000000
1;68;50.000000
1;68;50.000000
1;68;70.000000
1;68;60.000000
1;68;60.000000
1;68;50.000000
1;68;60.000000
1;68;50.000000
1;68;60.000000
1;68;50.000000
1;71;70.000000
1;71;60.000000
1;71;60.000000
1;71;60.000000
1;71;60.000000
1;71;60.000000
1;71;60.000000
1;71;60.000000
1;71;70.000000
1;71;60.000000
1;74;70.000000
1;74;70.000000
1;74;70.000000
1;74;60.000000
1;74;70.000000
1;74;60.000000
1;74;70.000000
1;74;70.000000
1;74;70.000000
1;74;70.000000
1;77;80.000000
1;77;80.000000
1;77;70.000000
1;77;70.000000
1;77;80.000000
1;77;70.000000
1;77;70.000000
1;77;70.000000
1;77;80.000000
1;77;70.000000
1;80;80.000000
1;80;80.000000
1;80;70.000000
1;80;80.000000
1;80;80.000000
1;80;80.000000
1;80;80.000000
1;80;80.000000
1;80;80.000000
1;80;70.000000
1;83;80.000000
1;83;80.000000
1;83;90.000000
1;83;80.000000
1;83;90.000000
1;83;80.000000
1;83;80.000000
1;83;80.000000
1;83;90.000000
1;83;80.000000
1;86;90.000000
1;86;90.000000
1;86;90.000000
1;86;90.000000
1;86;100.000000
1;86;90.000000
1;86;90.000000
1;86;90.000000
1;86;90.000000
1;86;90.000000
1;89;110.000000
1;89;100.000000
1;89;100.000000
1;89;190.000000
1;89;100.000000
1;89;70.000000
1;89;70.000000
1;89;70.000000
1;89;70.000000
1;89;70.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;92;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;95;80.000000
1;98;90.000000
1;98;90.000000
1;98;90.000000
1;98;90.000000
1;98;90.000000
1;98;90.000000
1;98;90.000000
1;98;80.000000
1;98;80.000000
1;98;80.000000
1;101;90.000000
1;101;90.000000
1;101;90.000000
1;101;90.000000
1;101;190.000000
1;101;80.000000
1;101;80.000000
1;101;80.000000
1;101;90.000000
1;101;90.000000
1;104;90.000000
1;104;90.000000
1;104;100.000000
1;104;100.000000
1;104;100.000000
1;104;100.000000
1;104;90.000000
1;104;90.000000
1;104;90.000000
1;104;100.000000
1;107;100.000000
1;107;100.000000
1;107;100.000000
1;107;100.000000
1;107;100.000000
1;107;100.000000
1;107;90.000000
1;107;90.000000
1;107;100.000000
1;107;100.000000
1;110;110.000000
1;110;110.000000
1;110;110.000000
1;110;100.000000
1;110;100.000000
1;110;100.000000
1;110;110.000000
1;110;110.000000
1;110;210.000000
1;110;240.000000
1;113;110.000000
1;113;220.000000
1;113;120.000000
1;113;120.000000
1;113;220.000000
1;113;110.000000
1;113;110.000000
1;113;110.000000
1;113;110.000000
1;113;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;116;120.000000
1;119;120.000000
1;119;120.000000
1;119;120.000000
1;119;120.000000
1;119;120.000000
1;119;130.000000
1;119;130.000000
1;119;130.000000
1;119;130.000000
1;119;130.000000
1;122;130.000000
1;122;130.000000
1;122;140.000000
1;122;130.000000
1;122;130.000000
1;122;140.000000
1;122;130.000000
1;122;130.000000
1;122;140.000000
1;122;130.000000
1;125;140.000000
1;125;140.000000
1;125;140.000000
1;125;130.000000
1;125;130.000000
1;125;140.000000
1;125;140.000000
1;125;140.000000
1;125;130.000000
1;125;140.000000
1;128;150.000000
1;128;140.000000
1;128;140.000000
1;128;150.000000
1;128;150.000000
1;128;150.000000
1;128;150.000000
1;128;140.000000
1;128;140.000000
1;128;150.000000
1;131;150.000000
1;131;150.000000
1;131;150.000000
1;131;150.000000
1;131;150.000000
1;131;150.000000
1;131;150.000000
1;131;150.000000
1;131;160.000000
1;131;150.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;134;160.000000
1;137;160.000000
1;137;170.000000
1;137;170.000000
1;137;280.000000
1;137;390.000000
1;137;170.000000
1;137;270.000000
1;137;160.000000
1;137;160.000000
1;137;160.000000
1;140;190.000000
1;140;180.000000
1;140;180.000000
1;140;180.000000
1;140;290.000000
1;140;180.000000
1;140;210.000000
1;140;320.000000
1;140;350.000000
1;140;240.000000
1;143;250.000000
1;143;240.000000
1;143;240.000000
1;143;250.000000
1;143;240.000000
1;143;250.000000
1;143;250.000000
1;143;240.000000
1;143;250.000000
1;143;250.000000
1;146;260.000000
1;146;250.000000
1;146;260.000000
1;146;250.000000
1;146;260.000000
1;146;250.000000
1;146;260.000000
1;146;260.000000
1;146;260.000000
1;146;260.000000
1;149;250.000000
1;149;240.000000
1;149;240.000000
1;149;250.000000
1;149;240.000000
1;149;240.000000
1;149;260.000000
1;149;260.000000
1;149;260.000000
1;149;260.000000
